year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1925;null;null;null;null;null
1926;null;null;null;null;null
1927;8.76;3;38;0;24
1928;8.94;10;44;0;19
1929;7.62;4;45;0;55
1930;8.75;3;46;0;26
1931;7.95;10;52;0;28
1932;null;null;null;null;null
1933;7.53;4;25;0;48
1934;9.51;3;35;0;15
1935;8.25;7;45;0;31
1936;8.57;4;34;0;19
1937;8.96;3;52;0;30
1938;8.64;3;44;0;20
1939;8.18;5;38;0;27
1940;6.78;0;30;0;75
1941;7.79;4;41;0;37
1942;8.07;11;53;0;45
1943;8.96;12;43;1;21
1944;8.27;7;48;0;33
1945;8.99;11;57;0;30
1946;8.91;12;53;0;35
1947;8.83;25;70;0;48
1948;9.01;5;41;0;26
1949;9.09;9;42;0;14
1950;9.32;15;66;0;30
1951;9.44;4;49;0;8
1952;8.57;11;52;0;33
1953;9.02;4;44;0;28
1954;8.06;2;35;0;40
1955;8.31;1;28;0;33
1956;7.48;1;35;0;57
1957;9.05;9;41;0;24
1958;8.83;5;47;0;20
1959;8.99;3;39;0;21
1960;8.82;2;32;0;26
1961;9.17;7;47;0;31
1962;7.75;4;45;0;42
1963;7.88;10;41;0;64
1964;8.13;6;54;0;44
1965;8.06;5;28;0;28
1966;9.42;2;37;0;25
1967;9.45;11;48;0;21
1968;8.97;6;45;0;32
1969;8.44;5;50;0;44
1970;8.52;2;44;0;30
1971;8.98;12;50;0;26
1972;8.53;6;33;0;27
1973;8.74;2;48;0;19
1974;9.44;5;32;0;4
1975;9.36;0;48;0;8
1976;8.92;7;42;0;21
1977;9.48;2;39;0;19
1978;8.45;1;31;0;20
1979;8.82;4;44;0;20
1980;8.1;2;30;0;32
1981;9.16;7;46;0;30
1982;9.37;4;52;0;23
1983;9.9;13;72;1;20
1984;8.74;5;30;0;16
1985;8.42;8;51;0;41
1986;9.03;9;61;0;31
1987;8.56;9;55;0;41
1988;null;null;null;null;null
1989;null;null;null;null;null
1990;8.94;4;36;0;30
1991;7.78;2;28;0;38
1992;9.23;16;44;0;23
1993;8.47;4;41;0;39
1994;9.8;17;55;0;24
1995;8.91;6;47;0;35
1996;7.29;6;34;0;60
1997;8.59;1;39;0;25
1998;9.12;7;48;1;36
1999;null;null;null;null;null
2000;null;null;null;null;null
2001;8.93;7;42;0;25
2002;null;null;null;null;null
2003;null;null;null;null;null
2004;null;null;null;null;null
2005;9.06;9;52;0;36
2006;9.24;18;55;0;37
2007;10.96;18;73;2;19
2008;10.69;19;66;0;9
2009;10.44;13;64;0;29
2010;9.47;22;55;2;48
2011;10.71;21;80;0;15
2012;10.58;31;80;2;23
2013;10.38;28;73;1;29
2014;11.63;14;62;0;6
2015;11.53;45;77;1;2
2016;11.03;18;84;0;14
2017;10.96;37;80;2;20
2018;11.64;30;102;0;19
2019;11.48;25;79;0;9
2020;11.01;12;66;0;0
2021;10.04;12;62;0;9
2022;null;16;70;0;1
