year;averageTemperature;heatDays;summerDays;tropicalNights;iceDays
1896;null;null;null;null;null
1897;null;null;null;null;null
1898;null;null;null;null;null
1899;null;null;null;null;null
1900;null;null;null;null;null
1901;null;null;null;null;null
1902;null;null;null;null;null
1903;null;null;null;null;null
1904;null;null;null;null;null
1905;null;null;null;null;null
1906;null;null;null;null;null
1907;null;null;null;null;null
1908;null;null;null;null;null
1909;null;null;null;null;null
1910;null;null;null;null;null
1911;null;null;null;null;null
1912;null;null;null;null;null
1913;null;null;null;null;null
1914;null;null;null;null;null
1915;null;null;null;null;null
1916;null;null;null;null;null
1917;null;null;null;null;null
1918;null;null;null;null;null
1919;null;null;null;null;null
1920;null;null;null;null;null
1921;null;null;null;null;null
1922;null;null;null;null;null
1923;null;null;null;null;null
1924;null;null;null;null;null
1925;null;null;null;null;null
1926;null;null;null;null;null
1927;null;null;null;null;null
1928;null;null;null;null;null
1929;null;null;null;null;null
1930;null;null;null;null;null
1931;null;null;null;null;null
1932;null;null;null;null;null
1933;null;null;null;null;null
1934;null;null;null;null;null
1935;null;null;null;null;null
1936;7.53;3;32;0;22
1937;8.09;3;41;0;38
1938;8.09;5;41;0;25
1939;7.54;0;32;0;30
1940;5.64;1;23;0;75
1941;6.45;2;30;0;41
1942;6.9;8;54;0;51
1943;8.01;7;40;0;25
1944;7.02;3;34;0;44
1945;null;null;null;null;null
1946;7.85;9;46;0;35
1947;7.84;26;64;0;54
1948;8.12;2;32;0;19
1949;7.8;7;38;0;19
1950;7.8;15;55;0;36
1951;7.65;6;44;0;19
1952;6.69;10;40;0;45
1953;7.56;3;41;0;41
1954;6.24;1;28;0;44
1955;6.52;0;21;0;43
1956;5.9;0;28;0;57
1957;7.48;11;33;0;27
1958;7.3;5;39;0;24
1959;7.77;4;31;0;25
1960;7.29;2;26;0;26
1961;8.08;9;44;0;30
1962;6.4;4;36;0;47
1963;6.92;11;41;0;64
1964;7.28;7;47;0;50
1965;6.91;7;25;0;38
1966;8.26;5;36;0;27
1967;8.37;11;48;0;29
1968;7.86;5;44;0;35
1969;7.52;8;45;0;47
1970;6.71;1;33;0;44
1971;7.31;6;37;0;33
1972;6.96;4;23;0;23
1973;6.76;1;34;0;31
1974;7.86;4;19;0;6
1975;7.81;1;32;0;14
1976;7.21;4;33;0;31
1977;7.57;1;23;0;28
1978;6.37;0;17;0;39
1979;7.14;0;30;0;25
1980;6.31;1;16;0;40
1981;7.13;2;33;0;45
1982;7.57;0;34;0;33
1983;7.89;8;56;0;34
1984;6.81;3;18;0;23
1985;6.43;3;31;0;45
1986;6.95;3;43;0;45
1987;6.65;0;30;0;47
1988;7.98;7;31;1;21
1989;8;1;24;0;24
1990;7.7;2;38;0;26
1991;6.8;2;28;0;33
1992;8.55;19;43;0;22
1993;7.74;7;39;0;36
1994;9.2;18;54;0;18
1995;7.86;6;43;0;37
1996;6.58;2;32;0;56
1997;7.75;1;44;0;27
1998;8.25;9;46;1;34
1999;8.23;4;38;0;36
2000;9.03;11;44;0;24
2001;8.03;8;43;0;30
2002;9.03;9;47;0;29
2003;8.58;23;75;0;32
2004;7.9;4;34;0;32
2005;7.65;2;38;0;46
2006;8.17;13;47;0;31
2007;9.19;7;57;0;22
2008;9;11;52;0;10
2009;8.67;4;44;0;33
2010;7.61;15;40;1;60
2011;9.06;12;52;0;20
2012;8.83;15;56;1;25
2013;8.68;16;47;0;37
2014;9.81;6;34;0;7
2015;9.46;32;57;0;7
2016;8.83;5;53;0;18
2017;8.74;15;64;0;26
2018;9.76;11;80;0;19
2019;9.55;16;67;0;12
2020;9.15;11;48;0;7
2021;8.28;9;54;0;21
2022;null;10;53;0;4
